text,category,is_scam,urgency_score,threat_level
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://claim-crypto-giveaway.net,Crypto Investment Scam,1,0.919,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.344,LOW
"Congratulations! You've been whitelisted for the Exclusive Ethereum Airdrop. Claim your free $5,000 token grant at http://usps-delivery-portal.cc.",Crypto Investment Scam,1,0.965,CRITICAL
"WINNER! You have won the Nigeria Mega Millions International Draw of $11,000,000! Call +1-859-228-4743 immediately with code WIN7451 to claim.",Lottery / Prize Fraud,1,0.811,CRITICAL
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.09,LOW
Your order #ORD-598778 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.249,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.256,LOW
Your monthly bank statement for account ending in 4875 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.122,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.815,CRITICAL
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_831 for instant onboarding.,Fake Job Offer,1,0.863,CRITICAL
Your order #ORD-698037 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.214,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.342,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.184,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-640-420-4773 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.937,CRITICAL
Thanks for reaching out to customer support. Your ticket #34055 has been resolved. Please rate our service.,Legitimate Support,0,0.061,LOW
URGENT: Your Capital One account has been suspended due to suspicious activity. Verify immediately at https://bank-security-center.ru to avoid permanent deactivation.,Banking Phishing,1,0.76,CRITICAL
Package Delivery Failed: USPS tracking #US92398753P is held at terminal due to unpaid duty fees of $2.30. Pay at http://kyc-urgent-support.info.,Delivery Phishing,1,0.985,HIGH
"Congratulations! You've been whitelisted for the Exclusive Ripple Airdrop. Claim your free $5,000 token grant at https://bank-security-center.ru.",Crypto Investment Scam,1,0.877,HIGH
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.216,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.055,LOW
Your monthly bank statement for account ending in 8742 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.227,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://claim-crypto-giveaway.net to get started.,Fake Job Offer,1,0.865,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.051,LOW
"Dear Customer, Your debit card ending in 9760 is locked. Click http://claim-crypto-giveaway.net to update KYC within 24 hours.",Banking Phishing,1,0.979,HIGH
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-514-390-3858,Fake Job Offer,1,0.784,CRITICAL
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.806,HIGH
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.216,LOW
Thanks for reaching out to customer support. Your ticket #50011 has been resolved. Please rate our service.,Legitimate Support,0,0.203,LOW
Your order #ORD-242906 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.052,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://usps-delivery-portal.cc to avoid service cancellation.,Subscription Phishing,1,0.883,CRITICAL
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-905-397-4887 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.833,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://usps-delivery-portal.cc,Crypto Investment Scam,1,0.903,CRITICAL
"ALERT: An unauthorized transaction of $3993 was attempted on your account. If this was not you, cancel it now at http://usps-delivery-portal.cc.",Banking Phishing,1,0.887,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.299,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.242,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-357-699-6020 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.836,CRITICAL
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.761,HIGH
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-779-937-8259 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.82,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.118,LOW
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-232-361-6004,Fake Job Offer,1,0.909,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.079,LOW
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-602-346-2539,Fake Job Offer,1,0.879,HIGH
"WINNER! You have won the Germany Mega Millions International Draw of $7,000,000! Call +1-531-512-8137 immediately with code WIN8156 to claim.",Lottery / Prize Fraud,1,0.872,HIGH
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.096,LOW
"Congratulations! You've been whitelisted for the Exclusive Solana Airdrop. Claim your free $5,000 token grant at http://secure-verify-auth2.xyz.",Crypto Investment Scam,1,0.988,HIGH
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-816-208-6417,Fake Job Offer,1,0.955,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-260-371-8385,Fake Job Offer,1,0.904,HIGH
Your verification code for Apple ID is 476427. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.148,LOW
Thanks for reaching out to customer support. Your ticket #40168 has been resolved. Please rate our service.,Legitimate Support,0,0.124,LOW
Your verification code for Twitter is 634133. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.242,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.177,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.22,LOW
Your order #ORD-430906 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.195,LOW
"Congratulations! You've been whitelisted for the Exclusive Ethereum Airdrop. Claim your free $5,000 token grant at http://secure-verify-auth2.xyz.",Crypto Investment Scam,1,0.939,CRITICAL
Your order #ORD-130726 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.078,LOW
Thanks for reaching out to customer support. Your ticket #12625 has been resolved. Please rate our service.,Legitimate Support,0,0.338,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.338,LOW
URGENT: Your Wells Fargo account has been suspended due to suspicious activity. Verify immediately at http://secure-verify-auth2.xyz to avoid permanent deactivation.,Banking Phishing,1,0.918,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 7077.,Legitimate Work,0,0.1,LOW
Your order #ORD-598223 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.152,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.279,LOW
Your monthly bank statement for account ending in 9997 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.23,LOW
URGENT: Your HSBC account has been suspended due to suspicious activity. Verify immediately at http://claim-crypto-giveaway.net to avoid permanent deactivation.,Banking Phishing,1,0.938,HIGH
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.55 ETH to 0x45a6286 and start earning.,Crypto Investment Scam,1,0.799,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.266,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.272,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.087,LOW
"ALERT: An unauthorized transaction of $1159 was attempted on your account. If this was not you, cancel it now at http://kyc-urgent-support.info.",Banking Phishing,1,0.817,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://secure-verify-auth2.xyz to avoid service cancellation.,Subscription Phishing,1,0.785,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.298,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.893,CRITICAL
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.326,LOW
Your order #ORD-257943 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.248,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at http://kyc-urgent-support.info.,Lottery / Prize Fraud,1,0.784,HIGH
Thanks for reaching out to customer support. Your ticket #11116 has been resolved. Please rate our service.,Legitimate Support,0,0.13,LOW
URGENT: Your Citibank account has been suspended due to suspicious activity. Verify immediately at http://claim-crypto-giveaway.net to avoid permanent deactivation.,Banking Phishing,1,0.829,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 6868.,Legitimate Work,0,0.328,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-332-449-7944 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.778,HIGH
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.286,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.276,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 4.24 ETH to 0x2e88a36 and start earning.,Crypto Investment Scam,1,0.791,HIGH
"WINNER! You have won the Russia Mega Millions International Draw of $14,000,000! Call +1-259-424-7932 immediately with code WIN7100 to claim.",Lottery / Prize Fraud,1,0.843,CRITICAL
Package Delivery Failed: USPS tracking #US44606659P is held at terminal due to unpaid duty fees of $2.30. Pay at https://bank-security-center.ru.,Delivery Phishing,1,0.823,CRITICAL
Package Delivery Failed: USPS tracking #US41009236P is held at terminal due to unpaid duty fees of $2.30. Pay at https://bank-security-center.ru.,Delivery Phishing,1,0.8,CRITICAL
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 1.11 ETH to 0x45c3ef5 and start earning.,Crypto Investment Scam,1,0.976,HIGH
Citibank Security: Unusual login from Nigeria. Confirm your identity now at http://secure-verify-auth2.xyz to prevent account freeze.,Banking Phishing,1,0.864,CRITICAL
Thanks for reaching out to customer support. Your ticket #39576 has been resolved. Please rate our service.,Legitimate Support,0,0.089,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.116,LOW
